location,program,degree,period,period_sort,count
Atlanta,Acting,BFA,Winter 2012,20111,1
Atlanta,Acting,BFA,Spring 2012,20112,1
Atlanta,Acting,BFA,Fall 2012,20120,1
Atlanta,Acting,BFA,Winter 2013,20121,1
Atlanta,Acting,BFA,Spring 2013,20122,1
Atlanta,Acting,BFA,Summer 2013,20123,2
Atlanta,Acting,BFA,Fall 2013,20130,1
Atlanta,Acting,BFA,Winter 2014,20131,1
Atlanta,Acting,BFA,Fall 2014,20140,2
Atlanta,Acting,BFA,Winter 2015,20141,1
Atlanta,Acting,BFA,Spring 2015,20142,1
Atlanta,Acting,BFA,Summer 2015,20143,1
Atlanta,Acting,BFA,Spring 2016,20152,1
Atlanta,Acting,BFA,Summer 2016,20153,1
Atlanta,Acting,BFA,Winter 2017,20161,1
Atlanta,Acting,BFA,Summer 2017,20163,1
Atlanta,Acting,BFA,Spring 2018,20172,15
Atlanta,Acting,BFA,Fall 2018,20180,2
Atlanta,Acting,BFA,Winter 2019,20181,3
Atlanta,Acting,BFA,Spring 2019,20182,4
Atlanta,Acting,BFA,Summer 2019,20183,3
Atlanta,Acting,BFA,Fall 2019,20190,3
Atlanta,Acting,BFA,Winter 2020,20191,3
Atlanta,Acting,BFA,Spring 2020,20192,1
Atlanta,Acting,BFA,Summer 2020,20193,1
Atlanta,Acting,BFA,Winter 2021,20201,2
Atlanta,Acting,BFA,Spring 2021,20202,3
Atlanta,Acting,BFA,Summer 2021,20203,1
Atlanta,Acting,BFA,Spring 2022,20212,2
Atlanta,Acting,BFA,Winter 2023,20221,2
Atlanta,Acting,BFA,Spring 2023,20222,1
Atlanta,Acting,BFA,Summer 2023,20223,2
Atlanta,Acting,BFA,Fall 2023,20230,20
Atlanta,Acting,BFA,Winter 2024,20231,47
Atlanta,Acting,BFA,Spring 2024,20232,42
Atlanta,Acting,BFA,Summer 2024,20233,12
Atlanta,Acting,BFA,Fall 2024,20240,61
Atlanta,Acting,BFA,Winter 2025,20241,93
Atlanta,Acting,BFA,Spring 2025,20242,91
Atlanta,Acting,BFA,Summer 2025,20243,26
Atlanta,Acting,BFA,Fall 2025,20250,92
Atlanta,Acting,BFA,Winter 2026,20251,129
Atlanta,Advertising and Branding,BA,Fall 2022,20220,4
Atlanta,Advertising and Branding,BA,Winter 2023,20221,4
Atlanta,Advertising and Branding,BA,Spring 2023,20222,5
Atlanta,Advertising and Branding,BA,Summer 2023,20223,5
Atlanta,Advertising and Branding,BA,Fall 2023,20230,8
Atlanta,Advertising and Branding,BA,Winter 2024,20231,7
Atlanta,Advertising and Branding,BA,Spring 2024,20232,6
Atlanta,Advertising and Branding,BA,Summer 2024,20233,2
Atlanta,Advertising and Branding,BA,Fall 2024,20240,8
Atlanta,Advertising and Branding,BA,Winter 2025,20241,11
Atlanta,Advertising and Branding,BA,Spring 2025,20242,15
Atlanta,Advertising and Branding,BA,Summer 2025,20243,3
Atlanta,Advertising and Branding,BA,Fall 2025,20250,17
Atlanta,Advertising and Branding,BA,Winter 2026,20251,21
Atlanta,Advertising and Branding,BFA,Fall 2010,20100,49
Atlanta,Advertising and Branding,BFA,Winter 2011,20101,57
Atlanta,Advertising and Branding,BFA,Spring 2011,20102,54
Atlanta,Advertising and Branding,BFA,Summer 2011,20103,24
Atlanta,Advertising and Branding,BFA,Fall 2011,20110,55
Atlanta,Advertising and Branding,BFA,Winter 2012,20111,53
Atlanta,Advertising and Branding,BFA,Spring 2012,20112,54
Atlanta,Advertising and Branding,BFA,Summer 2012,20113,23
Atlanta,Advertising and Branding,BFA,Fall 2012,20120,40
Atlanta,Advertising and Branding,BFA,Winter 2013,20121,43
Atlanta,Advertising and Branding,BFA,Spring 2013,20122,46
Atlanta,Advertising and Branding,BFA,Summer 2013,20123,22
Atlanta,Advertising and Branding,BFA,Fall 2013,20130,41
Atlanta,Advertising and Branding,BFA,Winter 2014,20131,43
Atlanta,Advertising and Branding,BFA,Spring 2014,20132,40
Atlanta,Advertising and Branding,BFA,Summer 2014,20133,15
Atlanta,Advertising and Branding,BFA,Fall 2014,20140,43
Atlanta,Advertising and Branding,BFA,Winter 2015,20141,38
Atlanta,Advertising and Branding,BFA,Spring 2015,20142,33
Atlanta,Advertising and Branding,BFA,Summer 2015,20143,12
Atlanta,Advertising and Branding,BFA,Fall 2015,20150,30
Atlanta,Advertising and Branding,BFA,Winter 2016,20151,31
Atlanta,Advertising and Branding,BFA,Spring 2016,20152,34
Atlanta,Advertising and Branding,BFA,Summer 2016,20153,10
Atlanta,Advertising and Branding,BFA,Fall 2016,20160,32
Atlanta,Advertising and Branding,BFA,Winter 2017,20161,37
Atlanta,Advertising and Branding,BFA,Spring 2017,20162,44
Atlanta,Advertising and Branding,BFA,Summer 2017,20163,10
Atlanta,Advertising and Branding,BFA,Fall 2017,20170,41
Atlanta,Advertising and Branding,BFA,Winter 2018,20171,49
Atlanta,Advertising and Branding,BFA,Spring 2018,20172,51
Atlanta,Advertising and Branding,BFA,Summer 2018,20173,12
Atlanta,Advertising and Branding,BFA,Fall 2018,20180,41
Atlanta,Advertising and Branding,BFA,Winter 2019,20181,60
Atlanta,Advertising and Branding,BFA,Spring 2019,20182,63
Atlanta,Advertising and Branding,BFA,Summer 2019,20183,15
Atlanta,Advertising and Branding,BFA,Fall 2019,20190,56
Atlanta,Advertising and Branding,BFA,Winter 2020,20191,63
Atlanta,Advertising and Branding,BFA,Spring 2020,20192,70
Atlanta,Advertising and Branding,BFA,Summer 2020,20193,15
Atlanta,Advertising and Branding,BFA,Fall 2020,20200,59
Atlanta,Advertising and Branding,BFA,Winter 2021,20201,63
Atlanta,Advertising and Branding,BFA,Spring 2021,20202,63
Atlanta,Advertising and Branding,BFA,Summer 2021,20203,14
Atlanta,Advertising and Branding,BFA,Fall 2021,20210,53
Atlanta,Advertising and Branding,BFA,Winter 2022,20211,53
Atlanta,Advertising and Branding,BFA,Spring 2022,20212,53
Atlanta,Advertising and Branding,BFA,Summer 2022,20213,17
Atlanta,Advertising and Branding,BFA,Fall 2022,20220,51
Atlanta,Advertising and Branding,BFA,Winter 2023,20221,54
Atlanta,Advertising and Branding,BFA,Spring 2023,20222,55
Atlanta,Advertising and Branding,BFA,Summer 2023,20223,18
Atlanta,Advertising and Branding,BFA,Fall 2023,20230,58
Atlanta,Advertising and Branding,BFA,Winter 2024,20231,65
Atlanta,Advertising and Branding,BFA,Spring 2024,20232,68
Atlanta,Advertising and Branding,BFA,Summer 2024,20233,22
Atlanta,Advertising and Branding,BFA,Fall 2024,20240,55
Atlanta,Advertising and Branding,BFA,Winter 2025,20241,69
Atlanta,Advertising and Branding,BFA,Spring 2025,20242,73
Atlanta,Advertising and Branding,BFA,Summer 2025,20243,25
Atlanta,Advertising and Branding,BFA,Fall 2025,20250,61
Atlanta,Advertising and Branding,BFA,Winter 2026,20251,67
Atlanta,Advertising and Branding,MA,Fall 2010,20100,13
Atlanta,Advertising and Branding,MA,Winter 2011,20101,11
Atlanta,Advertising and Branding,MA,Spring 2011,20102,6
Atlanta,Advertising and Branding,MA,Summer 2011,20103,5
Atlanta,Advertising and Branding,MA,Fall 2011,20110,7
Atlanta,Advertising and Branding,MA,Winter 2012,20111,12
Atlanta,Advertising and Branding,MA,Spring 2012,20112,11
Atlanta,Advertising and Branding,MA,Summer 2012,20113,3
Atlanta,Advertising and Branding,MA,Fall 2012,20120,13
Atlanta,Advertising and Branding,MA,Winter 2013,20121,15
Atlanta,Advertising and Branding,MA,Spring 2013,20122,15
Atlanta,Advertising and Branding,MA,Summer 2013,20123,9
Atlanta,Advertising and Branding,MA,Fall 2013,20130,19
Atlanta,Advertising and Branding,MA,Winter 2014,20131,20
Atlanta,Advertising and Branding,MA,Spring 2014,20132,19
Atlanta,Advertising and Branding,MA,Summer 2014,20133,7
Atlanta,Advertising and Branding,MA,Fall 2014,20140,21
Atlanta,Advertising and Branding,MA,Winter 2015,20141,21
Atlanta,Advertising and Branding,MA,Spring 2015,20142,20
Atlanta,Advertising and Branding,MA,Summer 2015,20143,10
Atlanta,Advertising and Branding,MA,Fall 2015,20150,21
Atlanta,Advertising and Branding,MA,Winter 2016,20151,29
Atlanta,Advertising and Branding,MA,Spring 2016,20152,20
Atlanta,Advertising and Branding,MA,Summer 2016,20153,7
Atlanta,Advertising and Branding,MA,Fall 2016,20160,20
Atlanta,Advertising and Branding,MA,Winter 2017,20161,23
Atlanta,Advertising and Branding,MA,Spring 2017,20162,22
Atlanta,Advertising and Branding,MA,Summer 2017,20163,4
Atlanta,Advertising and Branding,MA,Fall 2017,20170,16
Atlanta,Advertising and Branding,MA,Winter 2018,20171,16
Atlanta,Advertising and Branding,MA,Spring 2018,20172,15
Atlanta,Advertising and Branding,MA,Summer 2018,20173,5
Atlanta,Advertising and Branding,MA,Fall 2018,20180,15
Atlanta,Advertising and Branding,MA,Winter 2019,20181,15
Atlanta,Advertising and Branding,MA,Spring 2019,20182,15
Atlanta,Advertising and Branding,MA,Summer 2019,20183,7
Atlanta,Advertising and Branding,MA,Fall 2019,20190,12
Atlanta,Advertising and Branding,MA,Winter 2020,20191,22
Atlanta,Advertising and Branding,MA,Spring 2020,20192,24
Atlanta,Advertising and Branding,MA,Summer 2020,20193,6
Atlanta,Advertising and Branding,MA,Fall 2020,20200,17
Atlanta,Advertising and Branding,MA,Winter 2021,20201,20
Atlanta,Advertising and Branding,MA,Spring 2021,20202,20
Atlanta,Advertising and Branding,MA,Summer 2021,20203,3
Atlanta,Advertising and Branding,MA,Fall 2021,20210,32
Atlanta,Advertising and Branding,MA,Winter 2022,20211,34
Atlanta,Advertising and Branding,MA,Spring 2022,20212,35
Atlanta,Advertising and Branding,MA,Summer 2022,20213,21
Atlanta,Advertising and Branding,MA,Fall 2022,20220,33
Atlanta,Advertising and Branding,MA,Winter 2023,20221,34
Atlanta,Advertising and Branding,MA,Spring 2023,20222,32
Atlanta,Advertising and Branding,MA,Summer 2023,20223,13
Atlanta,Advertising and Branding,MA,Fall 2023,20230,35
Atlanta,Advertising and Branding,MA,Winter 2024,20231,37
Atlanta,Advertising and Branding,MA,Spring 2024,20232,32
Atlanta,Advertising and Branding,MA,Summer 2024,20233,11
Atlanta,Advertising and Branding,MA,Fall 2024,20240,37
Atlanta,Advertising and Branding,MA,Winter 2025,20241,37
Atlanta,Advertising and Branding,MA,Spring 2025,20242,29
Atlanta,Advertising and Branding,MA,Summer 2025,20243,11
Atlanta,Advertising and Branding,MA,Fall 2025,20250,25
Atlanta,Advertising and Branding,MA,Winter 2026,20251,19
Atlanta,Advertising and Branding,MFA,Fall 2010,20100,11
Atlanta,Advertising and Branding,MFA,Winter 2011,20101,11
Atlanta,Advertising and Branding,MFA,Spring 2011,20102,7
Atlanta,Advertising and Branding,MFA,Summer 2011,20103,1
Atlanta,Advertising and Branding,MFA,Fall 2011,20110,10
Atlanta,Advertising and Branding,MFA,Winter 2012,20111,9
Atlanta,Advertising and Branding,MFA,Spring 2012,20112,8
Atlanta,Advertising and Branding,MFA,Summer 2012,20113,6
Atlanta,Advertising and Branding,MFA,Fall 2012,20120,10
Atlanta,Advertising and Branding,MFA,Winter 2013,20121,11
Atlanta,Advertising and Branding,MFA,Spring 2013,20122,6
Atlanta,Advertising and Branding,MFA,Summer 2013,20123,4
Atlanta,Advertising and Branding,MFA,Fall 2013,20130,9
Atlanta,Advertising and Branding,MFA,Winter 2014,20131,15
Atlanta,Advertising and Branding,MFA,Spring 2014,20132,17
Atlanta,Advertising and Branding,MFA,Summer 2014,20133,9
Atlanta,Advertising and Branding,MFA,Fall 2014,20140,14
Atlanta,Advertising and Branding,MFA,Winter 2015,20141,17
Atlanta,Advertising and Branding,MFA,Spring 2015,20142,15
Atlanta,Advertising and Branding,MFA,Summer 2015,20143,7
Atlanta,Advertising and Branding,MFA,Fall 2015,20150,11
Atlanta,Advertising and Branding,MFA,Winter 2016,20151,9
Atlanta,Advertising and Branding,MFA,Spring 2016,20152,10
Atlanta,Advertising and Branding,MFA,Summer 2016,20153,7
Atlanta,Advertising and Branding,MFA,Fall 2016,20160,9
Atlanta,Advertising and Branding,MFA,Winter 2017,20161,7
Atlanta,Advertising and Branding,MFA,Spring 2017,20162,5
Atlanta,Advertising and Branding,MFA,Fall 2017,20170,5
Atlanta,Advertising and Branding,MFA,Winter 2018,20171,5
Atlanta,Advertising and Branding,MFA,Spring 2018,20172,6
Atlanta,Advertising and Branding,MFA,Summer 2018,20173,2
Atlanta,Advertising and Branding,MFA,Fall 2018,20180,6
Atlanta,Advertising and Branding,MFA,Winter 2019,20181,7
Atlanta,Advertising and Branding,MFA,Spring 2019,20182,6
Atlanta,Advertising and Branding,MFA,Summer 2019,20183,5
Atlanta,Advertising and Branding,MFA,Fall 2019,20190,14
Atlanta,Advertising and Branding,MFA,Winter 2020,20191,8
Atlanta,Advertising and Branding,MFA,Spring 2020,20192,7
Atlanta,Advertising and Branding,MFA,Summer 2020,20193,4
Atlanta,Advertising and Branding,MFA,Fall 2020,20200,19
Atlanta,Advertising and Branding,MFA,Winter 2021,20201,17
Atlanta,Advertising and Branding,MFA,Spring 2021,20202,17
Atlanta,Advertising and Branding,MFA,Summer 2021,20203,11
Atlanta,Advertising and Branding,MFA,Fall 2021,20210,34
Atlanta,Advertising and Branding,MFA,Winter 2022,20211,31
Atlanta,Advertising and Branding,MFA,Spring 2022,20212,31
Atlanta,Advertising and Branding,MFA,Summer 2022,20213,23
Atlanta,Advertising and Branding,MFA,Fall 2022,20220,36
Atlanta,Advertising and Branding,MFA,Winter 2023,20221,31
Atlanta,Advertising and Branding,MFA,Spring 2023,20222,30
Atlanta,Advertising and Branding,MFA,Summer 2023,20223,17
Atlanta,Advertising and Branding,MFA,Fall 2023,20230,27
Atlanta,Advertising and Branding,MFA,Winter 2024,20231,27
Atlanta,Advertising and Branding,MFA,Spring 2024,20232,25
Atlanta,Advertising and Branding,MFA,Summer 2024,20233,16
Atlanta,Advertising and Branding,MFA,Fall 2024,20240,20
Atlanta,Advertising and Branding,MFA,Winter 2025,20241,20
Atlanta,Advertising and Branding,MFA,Spring 2025,20242,17
Atlanta,Advertising and Branding,MFA,Summer 2025,20243,9
Atlanta,Advertising and Branding,MFA,Fall 2025,20250,12
Atlanta,Advertising and Branding,MFA,Winter 2026,20251,17
Atlanta,Animation,BFA,Fall 2010,20100,119
Atlanta,Animation,BFA,Winter 2011,20101,134
Atlanta,Animation,BFA,Spring 2011,20102,139
Atlanta,Animation,BFA,Summer 2011,20103,37
Atlanta,Animation,BFA,Fall 2011,20110,140
Atlanta,Animation,BFA,Winter 2012,20111,155
Atlanta,Animation,BFA,Spring 2012,20112,155
Atlanta,Animation,BFA,Summer 2012,20113,48
Atlanta,Animation,BFA,Fall 2012,20120,146
Atlanta,Animation,BFA,Winter 2013,20121,151
Atlanta,Animation,BFA,Spring 2013,20122,151
Atlanta,Animation,BFA,Summer 2013,20123,37
Atlanta,Animation,BFA,Fall 2013,20130,166
Atlanta,Animation,BFA,Winter 2014,20131,180
Atlanta,Animation,BFA,Spring 2014,20132,195
Atlanta,Animation,BFA,Summer 2014,20133,43
Atlanta,Animation,BFA,Fall 2014,20140,178
Atlanta,Animation,BFA,Winter 2015,20141,188
Atlanta,Animation,BFA,Spring 2015,20142,210
Atlanta,Animation,BFA,Summer 2015,20143,52
Atlanta,Animation,BFA,Fall 2015,20150,193
Atlanta,Animation,BFA,Winter 2016,20151,224
Atlanta,Animation,BFA,Spring 2016,20152,247
Atlanta,Animation,BFA,Summer 2016,20153,59
Atlanta,Animation,BFA,Fall 2016,20160,227
Atlanta,Animation,BFA,Winter 2017,20161,250
Atlanta,Animation,BFA,Spring 2017,20162,240
Atlanta,Animation,BFA,Summer 2017,20163,47
Atlanta,Animation,BFA,Fall 2017,20170,234
Atlanta,Animation,BFA,Winter 2018,20171,291
Atlanta,Animation,BFA,Spring 2018,20172,295
Atlanta,Animation,BFA,Summer 2018,20173,66
Atlanta,Animation,BFA,Fall 2018,20180,271
Atlanta,Animation,BFA,Winter 2019,20181,318
Atlanta,Animation,BFA,Spring 2019,20182,322
Atlanta,Animation,BFA,Summer 2019,20183,40
Atlanta,Animation,BFA,Fall 2019,20190,292
Atlanta,Animation,BFA,Winter 2020,20191,325
Atlanta,Animation,BFA,Spring 2020,20192,291
Atlanta,Animation,BFA,Summer 2020,20193,70
Atlanta,Animation,BFA,Fall 2020,20200,257
Atlanta,Animation,BFA,Winter 2021,20201,302
Atlanta,Animation,BFA,Spring 2021,20202,305
Atlanta,Animation,BFA,Summer 2021,20203,79
Atlanta,Animation,BFA,Fall 2021,20210,296
Atlanta,Animation,BFA,Winter 2022,20211,327
Atlanta,Animation,BFA,Spring 2022,20212,324
Atlanta,Animation,BFA,Summer 2022,20213,81
Atlanta,Animation,BFA,Fall 2022,20220,305
Atlanta,Animation,BFA,Winter 2023,20221,364
Atlanta,Animation,BFA,Spring 2023,20222,368
Atlanta,Animation,BFA,Summer 2023,20223,66
Atlanta,Animation,BFA,Fall 2023,20230,324
Atlanta,Animation,BFA,Winter 2024,20231,439
Atlanta,Animation,BFA,Spring 2024,20232,400
Atlanta,Animation,BFA,Summer 2024,20233,73
Atlanta,Animation,BFA,Fall 2024,20240,387
Atlanta,Animation,BFA,Winter 2025,20241,442
Atlanta,Animation,BFA,Spring 2025,20242,421
Atlanta,Animation,BFA,Summer 2025,20243,88
Atlanta,Animation,BFA,Fall 2025,20250,339
Atlanta,Animation,BFA,Winter 2026,20251,378
Atlanta,Animation,MA,Fall 2010,20100,4
Atlanta,Animation,MA,Winter 2011,20101,3
Atlanta,Animation,MA,Spring 2011,20102,3
Atlanta,Animation,MA,Summer 2011,20103,2
Atlanta,Animation,MA,Winter 2013,20121,1
Atlanta,Animation,MA,Spring 2013,20122,1
Atlanta,Animation,MA,Summer 2016,20153,1
Atlanta,Animation,MA,Spring 2018,20172,1
Atlanta,Animation,MA,Summer 2018,20173,2
Atlanta,Animation,MA,Winter 2019,20181,3
Atlanta,Animation,MA,Spring 2019,20182,3
Atlanta,Animation,MA,Summer 2019,20183,1
Atlanta,Animation,MA,Fall 2019,20190,1
Atlanta,Animation,MA,Winter 2020,20191,1
Atlanta,Animation,MA,Spring 2020,20192,1
Atlanta,Animation,MA,Winter 2025,20241,2
Atlanta,Animation,MA,Spring 2025,20242,2
Atlanta,Animation,MA,Fall 2025,20250,3
Atlanta,Animation,MA,Winter 2026,20251,4
Atlanta,Animation,MFA,Fall 2010,20100,17
Atlanta,Animation,MFA,Winter 2011,20101,18
Atlanta,Animation,MFA,Spring 2011,20102,17
Atlanta,Animation,MFA,Summer 2011,20103,13
Atlanta,Animation,MFA,Fall 2011,20110,22
Atlanta,Animation,MFA,Winter 2012,20111,24
Atlanta,Animation,MFA,Spring 2012,20112,25
Atlanta,Animation,MFA,Summer 2012,20113,16
Atlanta,Animation,MFA,Fall 2012,20120,33
Atlanta,Animation,MFA,Winter 2013,20121,36
Atlanta,Animation,MFA,Spring 2013,20122,37
Atlanta,Animation,MFA,Summer 2013,20123,21
Atlanta,Animation,MFA,Fall 2013,20130,46
Atlanta,Animation,MFA,Winter 2014,20131,40
Atlanta,Animation,MFA,Spring 2014,20132,42
Atlanta,Animation,MFA,Summer 2014,20133,23
Atlanta,Animation,MFA,Fall 2014,20140,46
Atlanta,Animation,MFA,Winter 2015,20141,45
Atlanta,Animation,MFA,Spring 2015,20142,44
Atlanta,Animation,MFA,Summer 2015,20143,19
Atlanta,Animation,MFA,Fall 2015,20150,43
Atlanta,Animation,MFA,Winter 2016,20151,42
Atlanta,Animation,MFA,Spring 2016,20152,37
Atlanta,Animation,MFA,Summer 2016,20153,15
Atlanta,Animation,MFA,Fall 2016,20160,39
Atlanta,Animation,MFA,Winter 2017,20161,38
Atlanta,Animation,MFA,Spring 2017,20162,37
Atlanta,Animation,MFA,Summer 2017,20163,7
Atlanta,Animation,MFA,Fall 2017,20170,34
Atlanta,Animation,MFA,Winter 2018,20171,36
Atlanta,Animation,MFA,Spring 2018,20172,33
Atlanta,Animation,MFA,Summer 2018,20173,14
Atlanta,Animation,MFA,Fall 2018,20180,41
Atlanta,Animation,MFA,Winter 2019,20181,45
Atlanta,Animation,MFA,Spring 2019,20182,42
Atlanta,Animation,MFA,Summer 2019,20183,23
Atlanta,Animation,MFA,Fall 2019,20190,48
Atlanta,Animation,MFA,Winter 2020,20191,46
Atlanta,Animation,MFA,Spring 2020,20192,46
Atlanta,Animation,MFA,Summer 2020,20193,34
Atlanta,Animation,MFA,Fall 2020,20200,48
Atlanta,Animation,MFA,Winter 2021,20201,48
Atlanta,Animation,MFA,Spring 2021,20202,52
Atlanta,Animation,MFA,Summer 2021,20203,30
Atlanta,Animation,MFA,Fall 2021,20210,46
Atlanta,Animation,MFA,Winter 2022,20211,43
Atlanta,Animation,MFA,Spring 2022,20212,36
Atlanta,Animation,MFA,Summer 2022,20213,15
Atlanta,Animation,MFA,Fall 2022,20220,50
Atlanta,Animation,MFA,Winter 2023,20221,45
Atlanta,Animation,MFA,Spring 2023,20222,44
Atlanta,Animation,MFA,Summer 2023,20223,24
Atlanta,Animation,MFA,Fall 2023,20230,50
Atlanta,Animation,MFA,Winter 2024,20231,50
Atlanta,Animation,MFA,Spring 2024,20232,44
Atlanta,Animation,MFA,Summer 2024,20233,23
Atlanta,Animation,MFA,Fall 2024,20240,54
Atlanta,Animation,MFA,Winter 2025,20241,53
Atlanta,Animation,MFA,Spring 2025,20242,48
Atlanta,Animation,MFA,Summer 2025,20243,18
Atlanta,Animation,MFA,Fall 2025,20250,59
Atlanta,Animation,MFA,Winter 2026,20251,46
Atlanta,Cinematography,MA,Fall 2024,20240,5
Atlanta,Cinematography,MA,Winter 2025,20241,5
Atlanta,Cinematography,MA,Spring 2025,20242,2
Atlanta,Cinematography,MA,Fall 2025,20250,2
Atlanta,Cinematography,MA,Winter 2026,20251,1
Atlanta,Creative Business Leadership,MA,Fall 2010,20100,36
Atlanta,Creative Business Leadership,MA,Winter 2011,20101,36
Atlanta,Creative Business Leadership,MA,Spring 2011,20102,42
Atlanta,Creative Business Leadership,MA,Summer 2011,20103,16
Atlanta,Creative Business Leadership,MA,Fall 2011,20110,42
Atlanta,Creative Business Leadership,MA,Winter 2012,20111,41
Atlanta,Creative Business Leadership,MA,Spring 2012,20112,40
Atlanta,Creative Business Leadership,MA,Summer 2012,20113,30
Atlanta,Creative Business Leadership,MA,Fall 2012,20120,38
Atlanta,Creative Business Leadership,MA,Winter 2013,20121,39
Atlanta,Creative Business Leadership,MA,Spring 2013,20122,38
Atlanta,Creative Business Leadership,MA,Summer 2013,20123,18
Atlanta,Creative Business Leadership,MA,Fall 2013,20130,31
Atlanta,Creative Business Leadership,MA,Winter 2014,20131,36
Atlanta,Creative Business Leadership,MA,Spring 2014,20132,35
Atlanta,Creative Business Leadership,MA,Summer 2014,20133,24
Atlanta,Creative Business Leadership,MA,Fall 2014,20140,35
Atlanta,Creative Business Leadership,MA,Winter 2015,20141,37
Atlanta,Creative Business Leadership,MA,Spring 2015,20142,37
Atlanta,Creative Business Leadership,MA,Summer 2015,20143,24
Atlanta,Creative Business Leadership,MA,Fall 2015,20150,29
Atlanta,Creative Business Leadership,MA,Winter 2016,20151,27
Atlanta,Creative Business Leadership,MA,Spring 2016,20152,24
Atlanta,Creative Business Leadership,MA,Summer 2016,20153,9
Atlanta,Creative Business Leadership,MA,Fall 2016,20160,23
Atlanta,Creative Business Leadership,MA,Winter 2017,20161,26
Atlanta,Creative Business Leadership,MA,Spring 2017,20162,22
Atlanta,Creative Business Leadership,MA,Summer 2017,20163,11
Atlanta,Creative Business Leadership,MA,Fall 2017,20170,27
Atlanta,Creative Business Leadership,MA,Winter 2018,20171,26
Atlanta,Creative Business Leadership,MA,Spring 2018,20172,21
Atlanta,Creative Business Leadership,MA,Summer 2018,20173,15
Atlanta,Creative Business Leadership,MA,Fall 2018,20180,17
Atlanta,Creative Business Leadership,MA,Winter 2019,20181,19
Atlanta,Creative Business Leadership,MA,Spring 2019,20182,12
Atlanta,Creative Business Leadership,MA,Summer 2019,20183,6
Atlanta,Creative Business Leadership,MA,Fall 2019,20190,13
Atlanta,Creative Business Leadership,MA,Winter 2020,20191,16
Atlanta,Creative Business Leadership,MA,Spring 2020,20192,16
Atlanta,Creative Business Leadership,MA,Summer 2020,20193,11
Atlanta,Creative Business Leadership,MA,Fall 2020,20200,19
Atlanta,Creative Business Leadership,MA,Winter 2021,20201,21
Atlanta,Creative Business Leadership,MA,Spring 2021,20202,21
Atlanta,Creative Business Leadership,MA,Summer 2021,20203,11
Atlanta,Creative Business Leadership,MA,Fall 2021,20210,18
Atlanta,Creative Business Leadership,MA,Winter 2022,20211,19
Atlanta,Creative Business Leadership,MA,Spring 2022,20212,18
Atlanta,Creative Business Leadership,MA,Summer 2022,20213,11
Atlanta,Creative Business Leadership,MA,Fall 2022,20220,15
Atlanta,Creative Business Leadership,MA,Winter 2023,20221,13
Atlanta,Creative Business Leadership,MA,Spring 2023,20222,10
Atlanta,Creative Business Leadership,MA,Summer 2023,20223,5
Atlanta,Creative Business Leadership,MA,Fall 2023,20230,21
Atlanta,Creative Business Leadership,MA,Winter 2024,20231,16
Atlanta,Creative Business Leadership,MA,Spring 2024,20232,15
Atlanta,Creative Business Leadership,MA,Summer 2024,20233,5
Atlanta,Creative Business Leadership,MA,Fall 2024,20240,18
Atlanta,Creative Business Leadership,MA,Winter 2025,20241,23
Atlanta,Creative Business Leadership,MA,Spring 2025,20242,20
Atlanta,Creative Business Leadership,MA,Summer 2025,20243,8
Atlanta,Creative Business Leadership,MA,Fall 2025,20250,19
Atlanta,Creative Business Leadership,MA,Winter 2026,20251,17
Atlanta,Creative Business Leadership,MBI,Fall 2024,20240,2
Atlanta,Creative Business Leadership,MBI,Winter 2025,20241,4
Atlanta,Creative Business Leadership,MBI,Spring 2025,20242,6
Atlanta,Creative Business Leadership,MBI,Summer 2025,20243,4
Atlanta,Creative Business Leadership,MBI,Fall 2025,20250,12
Atlanta,Creative Business Leadership,MBI,Winter 2026,20251,14
Atlanta,Dramatic Writing,BFA,Fall 2010,20100,1
Atlanta,Dramatic Writing,BFA,Winter 2011,20101,2
Atlanta,Dramatic Writing,BFA,Spring 2011,20102,1
Atlanta,Dramatic Writing,BFA,Fall 2012,20120,1
Atlanta,Dramatic Writing,BFA,Summer 2013,20123,1
Atlanta,Dramatic Writing,BFA,Summer 2017,20163,1
Atlanta,Dramatic Writing,BFA,Fall 2017,20170,1
Atlanta,Dramatic Writing,BFA,Summer 2018,20173,1
Atlanta,Dramatic Writing,BFA,Fall 2020,20200,1
Atlanta,Dramatic Writing,BFA,Winter 2021,20201,1
Atlanta,Dramatic Writing,BFA,Spring 2021,20202,2
Atlanta,Dramatic Writing,BFA,Summer 2021,20203,1
Atlanta,Dramatic Writing,BFA,Winter 2022,20211,1
Atlanta,Dramatic Writing,BFA,Winter 2023,20221,4
Atlanta,Dramatic Writing,BFA,Spring 2023,20222,8
Atlanta,Dramatic Writing,BFA,Summer 2023,20223,3
Atlanta,Dramatic Writing,BFA,Fall 2023,20230,13
Atlanta,Dramatic Writing,BFA,Winter 2024,20231,20
Atlanta,Dramatic Writing,BFA,Spring 2024,20232,16
Atlanta,Dramatic Writing,BFA,Summer 2024,20233,5
Atlanta,Dramatic Writing,BFA,Fall 2024,20240,27
Atlanta,Dramatic Writing,BFA,Winter 2025,20241,32
Atlanta,Dramatic Writing,BFA,Spring 2025,20242,36
Atlanta,Dramatic Writing,BFA,Summer 2025,20243,11
Atlanta,Dramatic Writing,BFA,Fall 2025,20250,38
Atlanta,Dramatic Writing,BFA,Winter 2026,20251,43
Atlanta,Dramatic Writing,MFA,Fall 2022,20220,1
