location,program,degree,period,period_sort,count
Savannah,Interior Design,MFA,Spring 2024,20232,46
Savannah,Interior Design,MFA,Summer 2024,20233,30
Savannah,Interior Design,MFA,Fall 2024,20240,48
Savannah,Interior Design,MFA,Winter 2025,20241,43
Savannah,Interior Design,MFA,Spring 2025,20242,42
Savannah,Interior Design,MFA,Summer 2025,20243,21
Savannah,Interior Design,MFA,Fall 2025,20250,46
Savannah,Interior Design,MFA,Winter 2026,20251,44
Savannah,Jewelry,BFA,Fall 2010,20100,76
Savannah,Jewelry,BFA,Winter 2011,20101,103
Savannah,Jewelry,BFA,Spring 2011,20102,107
Savannah,Jewelry,BFA,Summer 2011,20103,44
Savannah,Jewelry,BFA,Fall 2011,20110,98
Savannah,Jewelry,BFA,Winter 2012,20111,108
Savannah,Jewelry,BFA,Spring 2012,20112,103
Savannah,Jewelry,BFA,Summer 2012,20113,26
Savannah,Jewelry,BFA,Fall 2012,20120,71
Savannah,Jewelry,BFA,Winter 2013,20121,87
Savannah,Jewelry,BFA,Spring 2013,20122,87
Savannah,Jewelry,BFA,Summer 2013,20123,29
Savannah,Jewelry,BFA,Fall 2013,20130,77
Savannah,Jewelry,BFA,Winter 2014,20131,83
Savannah,Jewelry,BFA,Spring 2014,20132,87
Savannah,Jewelry,BFA,Summer 2014,20133,36
Savannah,Jewelry,BFA,Fall 2014,20140,73
Savannah,Jewelry,BFA,Winter 2015,20141,75
Savannah,Jewelry,BFA,Spring 2015,20142,79
Savannah,Jewelry,BFA,Summer 2015,20143,24
Savannah,Jewelry,BFA,Fall 2015,20150,65
Savannah,Jewelry,BFA,Winter 2016,20151,77
Savannah,Jewelry,BFA,Spring 2016,20152,78
Savannah,Jewelry,BFA,Summer 2016,20153,19
Savannah,Jewelry,BFA,Fall 2016,20160,73
Savannah,Jewelry,BFA,Winter 2017,20161,80
Savannah,Jewelry,BFA,Spring 2017,20162,79
Savannah,Jewelry,BFA,Summer 2017,20163,24
Savannah,Jewelry,BFA,Fall 2017,20170,66
Savannah,Jewelry,BFA,Winter 2018,20171,67
Savannah,Jewelry,BFA,Spring 2018,20172,66
Savannah,Jewelry,BFA,Summer 2018,20173,17
Savannah,Jewelry,BFA,Fall 2018,20180,58
Savannah,Jewelry,BFA,Winter 2019,20181,79
Savannah,Jewelry,BFA,Spring 2019,20182,76
Savannah,Jewelry,BFA,Summer 2019,20183,25
Savannah,Jewelry,BFA,Fall 2019,20190,52
Savannah,Jewelry,BFA,Winter 2020,20191,73
Savannah,Jewelry,BFA,Spring 2020,20192,70
Savannah,Jewelry,BFA,Summer 2020,20193,19
Savannah,Jewelry,BFA,Fall 2020,20200,54
Savannah,Jewelry,BFA,Winter 2021,20201,61
Savannah,Jewelry,BFA,Spring 2021,20202,65
Savannah,Jewelry,BFA,Summer 2021,20203,16
Savannah,Jewelry,BFA,Fall 2021,20210,45
Savannah,Jewelry,BFA,Winter 2022,20211,59
Savannah,Jewelry,BFA,Spring 2022,20212,62
Savannah,Jewelry,BFA,Summer 2022,20213,15
Savannah,Jewelry,BFA,Fall 2022,20220,56
Savannah,Jewelry,BFA,Winter 2023,20221,76
Savannah,Jewelry,BFA,Spring 2023,20222,86
Savannah,Jewelry,BFA,Summer 2023,20223,27
Savannah,Jewelry,BFA,Fall 2023,20230,87
Savannah,Jewelry,BFA,Winter 2024,20231,116
Savannah,Jewelry,BFA,Spring 2024,20232,116
Savannah,Jewelry,BFA,Summer 2024,20233,33
Savannah,Jewelry,BFA,Fall 2024,20240,110
Savannah,Jewelry,BFA,Winter 2025,20241,135
Savannah,Jewelry,BFA,Spring 2025,20242,148
Savannah,Jewelry,BFA,Summer 2025,20243,36
Savannah,Jewelry,BFA,Fall 2025,20250,128
Savannah,Jewelry,BFA,Winter 2026,20251,151
Savannah,Jewelry,MA,Fall 2010,20100,3
Savannah,Jewelry,MA,Winter 2011,20101,4
Savannah,Jewelry,MA,Spring 2011,20102,3
Savannah,Jewelry,MA,Summer 2011,20103,1
Savannah,Jewelry,MA,Fall 2011,20110,3
Savannah,Jewelry,MA,Winter 2012,20111,3
Savannah,Jewelry,MA,Spring 2012,20112,3
Savannah,Jewelry,MA,Fall 2012,20120,3
Savannah,Jewelry,MA,Winter 2013,20121,4
Savannah,Jewelry,MA,Spring 2013,20122,3
Savannah,Jewelry,MA,Summer 2013,20123,2
Savannah,Jewelry,MA,Fall 2013,20130,6
Savannah,Jewelry,MA,Winter 2014,20131,6
Savannah,Jewelry,MA,Spring 2014,20132,6
Savannah,Jewelry,MA,Summer 2014,20133,2
Savannah,Jewelry,MA,Fall 2014,20140,4
Savannah,Jewelry,MA,Winter 2015,20141,5
Savannah,Jewelry,MA,Spring 2015,20142,3
Savannah,Jewelry,MA,Summer 2015,20143,1
Savannah,Jewelry,MA,Fall 2015,20150,2
Savannah,Jewelry,MA,Winter 2016,20151,3
Savannah,Jewelry,MA,Spring 2016,20152,5
Savannah,Jewelry,MA,Summer 2016,20153,1
Savannah,Jewelry,MA,Fall 2016,20160,6
Savannah,Jewelry,MA,Winter 2017,20161,6
Savannah,Jewelry,MA,Spring 2017,20162,4
Savannah,Jewelry,MA,Summer 2017,20163,1
Savannah,Jewelry,MA,Fall 2017,20170,6
Savannah,Jewelry,MA,Winter 2018,20171,7
Savannah,Jewelry,MA,Spring 2018,20172,3
Savannah,Jewelry,MA,Fall 2018,20180,5
Savannah,Jewelry,MA,Winter 2019,20181,7
Savannah,Jewelry,MA,Spring 2019,20182,5
Savannah,Jewelry,MA,Summer 2019,20183,1
Savannah,Jewelry,MA,Fall 2019,20190,2
Savannah,Jewelry,MA,Winter 2020,20191,1
Savannah,Jewelry,MA,Spring 2020,20192,3
Savannah,Jewelry,MA,Summer 2020,20193,1
Savannah,Jewelry,MA,Fall 2020,20200,3
Savannah,Jewelry,MA,Winter 2021,20201,5
Savannah,Jewelry,MA,Spring 2021,20202,4
Savannah,Jewelry,MA,Fall 2021,20210,3
Savannah,Jewelry,MA,Winter 2022,20211,4
Savannah,Jewelry,MA,Spring 2022,20212,3
Savannah,Jewelry,MA,Summer 2022,20213,1
Savannah,Jewelry,MA,Fall 2022,20220,2
Savannah,Jewelry,MA,Spring 2023,20222,2
Savannah,Jewelry,MA,Fall 2023,20230,5
Savannah,Jewelry,MA,Winter 2024,20231,8
Savannah,Jewelry,MA,Spring 2024,20232,10
Savannah,Jewelry,MA,Summer 2024,20233,2
Savannah,Jewelry,MA,Fall 2024,20240,11
Savannah,Jewelry,MA,Winter 2025,20241,11
Savannah,Jewelry,MA,Spring 2025,20242,10
Savannah,Jewelry,MA,Summer 2025,20243,2
Savannah,Jewelry,MA,Fall 2025,20250,5
Savannah,Jewelry,MA,Winter 2026,20251,7
Savannah,Jewelry,MFA,Fall 2010,20100,10
Savannah,Jewelry,MFA,Winter 2011,20101,10
Savannah,Jewelry,MFA,Spring 2011,20102,9
Savannah,Jewelry,MFA,Summer 2011,20103,6
Savannah,Jewelry,MFA,Fall 2011,20110,9
Savannah,Jewelry,MFA,Winter 2012,20111,10
Savannah,Jewelry,MFA,Spring 2012,20112,10
Savannah,Jewelry,MFA,Summer 2012,20113,6
Savannah,Jewelry,MFA,Fall 2012,20120,14
Savannah,Jewelry,MFA,Winter 2013,20121,11
Savannah,Jewelry,MFA,Spring 2013,20122,11
Savannah,Jewelry,MFA,Summer 2013,20123,6
Savannah,Jewelry,MFA,Fall 2013,20130,10
Savannah,Jewelry,MFA,Winter 2014,20131,10
Savannah,Jewelry,MFA,Spring 2014,20132,6
Savannah,Jewelry,MFA,Summer 2014,20133,3
Savannah,Jewelry,MFA,Fall 2014,20140,11
Savannah,Jewelry,MFA,Winter 2015,20141,10
Savannah,Jewelry,MFA,Spring 2015,20142,10
Savannah,Jewelry,MFA,Summer 2015,20143,3
Savannah,Jewelry,MFA,Fall 2015,20150,16
Savannah,Jewelry,MFA,Winter 2016,20151,16
Savannah,Jewelry,MFA,Spring 2016,20152,16
Savannah,Jewelry,MFA,Summer 2016,20153,9
Savannah,Jewelry,MFA,Fall 2016,20160,21
Savannah,Jewelry,MFA,Winter 2017,20161,21
Savannah,Jewelry,MFA,Spring 2017,20162,20
Savannah,Jewelry,MFA,Summer 2017,20163,12
Savannah,Jewelry,MFA,Fall 2017,20170,21
Savannah,Jewelry,MFA,Winter 2018,20171,18
Savannah,Jewelry,MFA,Spring 2018,20172,19
Savannah,Jewelry,MFA,Summer 2018,20173,11
Savannah,Jewelry,MFA,Fall 2018,20180,21
Savannah,Jewelry,MFA,Winter 2019,20181,21
Savannah,Jewelry,MFA,Spring 2019,20182,21
Savannah,Jewelry,MFA,Summer 2019,20183,13
Savannah,Jewelry,MFA,Fall 2019,20190,23
Savannah,Jewelry,MFA,Winter 2020,20191,19
Savannah,Jewelry,MFA,Spring 2020,20192,18
Savannah,Jewelry,MFA,Summer 2020,20193,6
Savannah,Jewelry,MFA,Fall 2020,20200,22
Savannah,Jewelry,MFA,Winter 2021,20201,16
Savannah,Jewelry,MFA,Spring 2021,20202,18
Savannah,Jewelry,MFA,Summer 2021,20203,2
Savannah,Jewelry,MFA,Fall 2021,20210,19
Savannah,Jewelry,MFA,Winter 2022,20211,16
Savannah,Jewelry,MFA,Spring 2022,20212,17
Savannah,Jewelry,MFA,Summer 2022,20213,6
Savannah,Jewelry,MFA,Fall 2022,20220,15
Savannah,Jewelry,MFA,Winter 2023,20221,14
Savannah,Jewelry,MFA,Spring 2023,20222,12
Savannah,Jewelry,MFA,Summer 2023,20223,7
Savannah,Jewelry,MFA,Fall 2023,20230,18
Savannah,Jewelry,MFA,Winter 2024,20231,13
Savannah,Jewelry,MFA,Spring 2024,20232,9
Savannah,Jewelry,MFA,Summer 2024,20233,1
Savannah,Jewelry,MFA,Fall 2024,20240,13
Savannah,Jewelry,MFA,Winter 2025,20241,12
Savannah,Jewelry,MFA,Spring 2025,20242,10
Savannah,Jewelry,MFA,Summer 2025,20243,2
Savannah,Jewelry,MFA,Fall 2025,20250,12
Savannah,Jewelry,MFA,Winter 2026,20251,9
Savannah,Luxury and Brand Management,MA,Fall 2010,20100,7
Savannah,Luxury and Brand Management,MA,Winter 2011,20101,8
Savannah,Luxury and Brand Management,MA,Spring 2011,20102,11
Savannah,Luxury and Brand Management,MA,Summer 2011,20103,4
Savannah,Luxury and Brand Management,MA,Fall 2011,20110,13
Savannah,Luxury and Brand Management,MA,Winter 2012,20111,11
Savannah,Luxury and Brand Management,MA,Spring 2012,20112,10
Savannah,Luxury and Brand Management,MA,Summer 2012,20113,2
Savannah,Luxury and Brand Management,MA,Fall 2012,20120,13
Savannah,Luxury and Brand Management,MA,Winter 2013,20121,8
Savannah,Luxury and Brand Management,MA,Spring 2013,20122,7
Savannah,Luxury and Brand Management,MA,Summer 2013,20123,4
Savannah,Luxury and Brand Management,MA,Fall 2013,20130,15
Savannah,Luxury and Brand Management,MA,Winter 2014,20131,15
Savannah,Luxury and Brand Management,MA,Spring 2014,20132,17
Savannah,Luxury and Brand Management,MA,Summer 2014,20133,10
Savannah,Luxury and Brand Management,MA,Fall 2014,20140,18
Savannah,Luxury and Brand Management,MA,Winter 2015,20141,18
Savannah,Luxury and Brand Management,MA,Spring 2015,20142,20
Savannah,Luxury and Brand Management,MA,Summer 2015,20143,7
Savannah,Luxury and Brand Management,MA,Fall 2015,20150,32
Savannah,Luxury and Brand Management,MA,Winter 2016,20151,31
Savannah,Luxury and Brand Management,MA,Spring 2016,20152,25
Savannah,Luxury and Brand Management,MA,Summer 2016,20153,11
Savannah,Luxury and Brand Management,MA,Fall 2016,20160,32
Savannah,Luxury and Brand Management,MA,Winter 2017,20161,29
Savannah,Luxury and Brand Management,MA,Spring 2017,20162,29
Savannah,Luxury and Brand Management,MA,Summer 2017,20163,9
Savannah,Luxury and Brand Management,MA,Fall 2017,20170,42
Savannah,Luxury and Brand Management,MA,Winter 2018,20171,45
Savannah,Luxury and Brand Management,MA,Spring 2018,20172,35
Savannah,Luxury and Brand Management,MA,Summer 2018,20173,20
Savannah,Luxury and Brand Management,MA,Fall 2018,20180,48
Savannah,Luxury and Brand Management,MA,Winter 2019,20181,50
Savannah,Luxury and Brand Management,MA,Spring 2019,20182,38
Savannah,Luxury and Brand Management,MA,Summer 2019,20183,13
Savannah,Luxury and Brand Management,MA,Fall 2019,20190,34
Savannah,Luxury and Brand Management,MA,Winter 2020,20191,29
Savannah,Luxury and Brand Management,MA,Spring 2020,20192,24
Savannah,Luxury and Brand Management,MA,Summer 2020,20193,13
Savannah,Luxury and Brand Management,MA,Fall 2020,20200,18
Savannah,Luxury and Brand Management,MA,Winter 2021,20201,21
Savannah,Luxury and Brand Management,MA,Spring 2021,20202,23
Savannah,Luxury and Brand Management,MA,Summer 2021,20203,9
Savannah,Luxury and Brand Management,MA,Fall 2021,20210,32
Savannah,Luxury and Brand Management,MA,Winter 2022,20211,30
Savannah,Luxury and Brand Management,MA,Spring 2022,20212,28
Savannah,Luxury and Brand Management,MA,Summer 2022,20213,14
Savannah,Luxury and Brand Management,MA,Fall 2022,20220,33
Savannah,Luxury and Brand Management,MA,Winter 2023,20221,28
Savannah,Luxury and Brand Management,MA,Spring 2023,20222,20
Savannah,Luxury and Brand Management,MA,Summer 2023,20223,11
Savannah,Luxury and Brand Management,MA,Fall 2023,20230,32
Savannah,Luxury and Brand Management,MA,Winter 2024,20231,31
Savannah,Luxury and Brand Management,MA,Spring 2024,20232,25
Savannah,Luxury and Brand Management,MA,Summer 2024,20233,13
Savannah,Luxury and Brand Management,MA,Fall 2024,20240,34
Savannah,Luxury and Brand Management,MA,Winter 2025,20241,34
Savannah,Luxury and Brand Management,MA,Spring 2025,20242,28
Savannah,Luxury and Brand Management,MA,Summer 2025,20243,11
Savannah,Luxury and Brand Management,MA,Fall 2025,20250,34
Savannah,Luxury and Brand Management,MA,Winter 2026,20251,34
Savannah,Luxury and Brand Management,MFA,Fall 2010,20100,6
Savannah,Luxury and Brand Management,MFA,Winter 2011,20101,7
Savannah,Luxury and Brand Management,MFA,Spring 2011,20102,6
Savannah,Luxury and Brand Management,MFA,Summer 2011,20103,5
Savannah,Luxury and Brand Management,MFA,Fall 2011,20110,10
Savannah,Luxury and Brand Management,MFA,Winter 2012,20111,9
Savannah,Luxury and Brand Management,MFA,Spring 2012,20112,9
Savannah,Luxury and Brand Management,MFA,Summer 2012,20113,5
Savannah,Luxury and Brand Management,MFA,Fall 2012,20120,11
Savannah,Luxury and Brand Management,MFA,Winter 2013,20121,11
Savannah,Luxury and Brand Management,MFA,Spring 2013,20122,10
Savannah,Luxury and Brand Management,MFA,Summer 2013,20123,5
Savannah,Luxury and Brand Management,MFA,Fall 2013,20130,16
Savannah,Luxury and Brand Management,MFA,Winter 2014,20131,16
Savannah,Luxury and Brand Management,MFA,Spring 2014,20132,13
Savannah,Luxury and Brand Management,MFA,Summer 2014,20133,9
Savannah,Luxury and Brand Management,MFA,Fall 2014,20140,18
Savannah,Luxury and Brand Management,MFA,Winter 2015,20141,18
Savannah,Luxury and Brand Management,MFA,Spring 2015,20142,19
Savannah,Luxury and Brand Management,MFA,Summer 2015,20143,11
Savannah,Luxury and Brand Management,MFA,Fall 2015,20150,17
Savannah,Luxury and Brand Management,MFA,Winter 2016,20151,15
Savannah,Luxury and Brand Management,MFA,Spring 2016,20152,18
Savannah,Luxury and Brand Management,MFA,Summer 2016,20153,8
Savannah,Luxury and Brand Management,MFA,Fall 2016,20160,21
Savannah,Luxury and Brand Management,MFA,Winter 2017,20161,16
Savannah,Luxury and Brand Management,MFA,Spring 2017,20162,15
Savannah,Luxury and Brand Management,MFA,Summer 2017,20163,7
Savannah,Luxury and Brand Management,MFA,Fall 2017,20170,25
Savannah,Luxury and Brand Management,MFA,Winter 2018,20171,25
Savannah,Luxury and Brand Management,MFA,Spring 2018,20172,27
Savannah,Luxury and Brand Management,MFA,Summer 2018,20173,15
Savannah,Luxury and Brand Management,MFA,Fall 2018,20180,27
Savannah,Luxury and Brand Management,MFA,Winter 2019,20181,22
Savannah,Luxury and Brand Management,MFA,Spring 2019,20182,19
Savannah,Luxury and Brand Management,MFA,Summer 2019,20183,10
Savannah,Luxury and Brand Management,MFA,Fall 2019,20190,24
Savannah,Luxury and Brand Management,MFA,Winter 2020,20191,24
Savannah,Luxury and Brand Management,MFA,Spring 2020,20192,25
Savannah,Luxury and Brand Management,MFA,Summer 2020,20193,19
Savannah,Luxury and Brand Management,MFA,Fall 2020,20200,31
Savannah,Luxury and Brand Management,MFA,Winter 2021,20201,32
Savannah,Luxury and Brand Management,MFA,Spring 2021,20202,33
Savannah,Luxury and Brand Management,MFA,Summer 2021,20203,20
Savannah,Luxury and Brand Management,MFA,Fall 2021,20210,43
Savannah,Luxury and Brand Management,MFA,Winter 2022,20211,35
Savannah,Luxury and Brand Management,MFA,Spring 2022,20212,37
Savannah,Luxury and Brand Management,MFA,Summer 2022,20213,23
Savannah,Luxury and Brand Management,MFA,Fall 2022,20220,34
Savannah,Luxury and Brand Management,MFA,Winter 2023,20221,34
Savannah,Luxury and Brand Management,MFA,Spring 2023,20222,33
Savannah,Luxury and Brand Management,MFA,Summer 2023,20223,19
Savannah,Luxury and Brand Management,MFA,Fall 2023,20230,31
Savannah,Luxury and Brand Management,MFA,Winter 2024,20231,24
Savannah,Luxury and Brand Management,MFA,Spring 2024,20232,25
Savannah,Luxury and Brand Management,MFA,Summer 2024,20233,11
Savannah,Luxury and Brand Management,MFA,Fall 2024,20240,27
Savannah,Luxury and Brand Management,MFA,Winter 2025,20241,29
Savannah,Luxury and Brand Management,MFA,Spring 2025,20242,30
Savannah,Luxury and Brand Management,MFA,Summer 2025,20243,19
Savannah,Luxury and Brand Management,MFA,Fall 2025,20250,34
Savannah,Luxury and Brand Management,MFA,Winter 2026,20251,31
Savannah,Motion Media Design,BFA,Fall 2010,20100,83
Savannah,Motion Media Design,BFA,Winter 2011,20101,92
Savannah,Motion Media Design,BFA,Spring 2011,20102,91
Savannah,Motion Media Design,BFA,Summer 2011,20103,20
Savannah,Motion Media Design,BFA,Fall 2011,20110,80
Savannah,Motion Media Design,BFA,Winter 2012,20111,108
Savannah,Motion Media Design,BFA,Spring 2012,20112,111
Savannah,Motion Media Design,BFA,Summer 2012,20113,20
Savannah,Motion Media Design,BFA,Fall 2012,20120,99
Savannah,Motion Media Design,BFA,Winter 2013,20121,118
Savannah,Motion Media Design,BFA,Spring 2013,20122,117
Savannah,Motion Media Design,BFA,Summer 2013,20123,26
Savannah,Motion Media Design,BFA,Fall 2013,20130,112
Savannah,Motion Media Design,BFA,Winter 2014,20131,131
Savannah,Motion Media Design,BFA,Spring 2014,20132,132
Savannah,Motion Media Design,BFA,Summer 2014,20133,21
Savannah,Motion Media Design,BFA,Fall 2014,20140,120
Savannah,Motion Media Design,BFA,Winter 2015,20141,133
Savannah,Motion Media Design,BFA,Spring 2015,20142,141
Savannah,Motion Media Design,BFA,Summer 2015,20143,25
Savannah,Motion Media Design,BFA,Fall 2015,20150,119
Savannah,Motion Media Design,BFA,Winter 2016,20151,127
Savannah,Motion Media Design,BFA,Spring 2016,20152,123
Savannah,Motion Media Design,BFA,Summer 2016,20153,32
Savannah,Motion Media Design,BFA,Fall 2016,20160,105
Savannah,Motion Media Design,BFA,Winter 2017,20161,134
Savannah,Motion Media Design,BFA,Spring 2017,20162,132
Savannah,Motion Media Design,BFA,Summer 2017,20163,32
Savannah,Motion Media Design,BFA,Fall 2017,20170,106
Savannah,Motion Media Design,BFA,Winter 2018,20171,125
Savannah,Motion Media Design,BFA,Spring 2018,20172,132
Savannah,Motion Media Design,BFA,Summer 2018,20173,31
Savannah,Motion Media Design,BFA,Fall 2018,20180,113
Savannah,Motion Media Design,BFA,Winter 2019,20181,139
Savannah,Motion Media Design,BFA,Spring 2019,20182,157
Savannah,Motion Media Design,BFA,Summer 2019,20183,38
Savannah,Motion Media Design,BFA,Fall 2019,20190,134
Savannah,Motion Media Design,BFA,Winter 2020,20191,156
Savannah,Motion Media Design,BFA,Spring 2020,20192,160
Savannah,Motion Media Design,BFA,Summer 2020,20193,27
Savannah,Motion Media Design,BFA,Fall 2020,20200,116
Savannah,Motion Media Design,BFA,Winter 2021,20201,131
Savannah,Motion Media Design,BFA,Spring 2021,20202,132
Savannah,Motion Media Design,BFA,Summer 2021,20203,45
Savannah,Motion Media Design,BFA,Fall 2021,20210,112
Savannah,Motion Media Design,BFA,Winter 2022,20211,112
Savannah,Motion Media Design,BFA,Spring 2022,20212,110
Savannah,Motion Media Design,BFA,Summer 2022,20213,36
Savannah,Motion Media Design,BFA,Fall 2022,20220,85
Savannah,Motion Media Design,BFA,Winter 2023,20221,107
Savannah,Motion Media Design,BFA,Spring 2023,20222,113
Savannah,Motion Media Design,BFA,Summer 2023,20223,31
Savannah,Motion Media Design,BFA,Fall 2023,20230,90
Savannah,Motion Media Design,BFA,Winter 2024,20231,103
Savannah,Motion Media Design,BFA,Spring 2024,20232,108
Savannah,Motion Media Design,BFA,Summer 2024,20233,22
Savannah,Motion Media Design,BFA,Fall 2024,20240,76
Savannah,Motion Media Design,BFA,Winter 2025,20241,121
Savannah,Motion Media Design,BFA,Spring 2025,20242,115
Savannah,Motion Media Design,BFA,Summer 2025,20243,32
Savannah,Motion Media Design,BFA,Fall 2025,20250,103
Savannah,Motion Media Design,BFA,Winter 2026,20251,131
Savannah,Motion Media Design,MA,Fall 2010,20100,9
Savannah,Motion Media Design,MA,Winter 2011,20101,6
Savannah,Motion Media Design,MA,Spring 2011,20102,7
Savannah,Motion Media Design,MA,Summer 2011,20103,6
Savannah,Motion Media Design,MA,Fall 2011,20110,6
Savannah,Motion Media Design,MA,Winter 2012,20111,8
Savannah,Motion Media Design,MA,Spring 2012,20112,9
Savannah,Motion Media Design,MA,Summer 2012,20113,7
Savannah,Motion Media Design,MA,Fall 2012,20120,5
Savannah,Motion Media Design,MA,Winter 2013,20121,7
Savannah,Motion Media Design,MA,Spring 2013,20122,7
Savannah,Motion Media Design,MA,Summer 2013,20123,1
Savannah,Motion Media Design,MA,Fall 2013,20130,6
Savannah,Motion Media Design,MA,Winter 2014,20131,7
Savannah,Motion Media Design,MA,Spring 2014,20132,9
Savannah,Motion Media Design,MA,Summer 2014,20133,6
Savannah,Motion Media Design,MA,Fall 2014,20140,14
Savannah,Motion Media Design,MA,Winter 2015,20141,13
Savannah,Motion Media Design,MA,Spring 2015,20142,16
Savannah,Motion Media Design,MA,Summer 2015,20143,8
Savannah,Motion Media Design,MA,Fall 2015,20150,10
Savannah,Motion Media Design,MA,Winter 2016,20151,14
Savannah,Motion Media Design,MA,Spring 2016,20152,16
Savannah,Motion Media Design,MA,Summer 2016,20153,9
Savannah,Motion Media Design,MA,Fall 2016,20160,24
Savannah,Motion Media Design,MA,Winter 2017,20161,25
Savannah,Motion Media Design,MA,Spring 2017,20162,20
Savannah,Motion Media Design,MA,Summer 2017,20163,9
Savannah,Motion Media Design,MA,Fall 2017,20170,21
Savannah,Motion Media Design,MA,Winter 2018,20171,22
Savannah,Motion Media Design,MA,Spring 2018,20172,15
Savannah,Motion Media Design,MA,Summer 2018,20173,8
Savannah,Motion Media Design,MA,Fall 2018,20180,21
Savannah,Motion Media Design,MA,Winter 2019,20181,26
Savannah,Motion Media Design,MA,Spring 2019,20182,24
Savannah,Motion Media Design,MA,Summer 2019,20183,7
Savannah,Motion Media Design,MA,Fall 2019,20190,19
Savannah,Motion Media Design,MA,Winter 2020,20191,16
Savannah,Motion Media Design,MA,Spring 2020,20192,14
Savannah,Motion Media Design,MA,Summer 2020,20193,6
Savannah,Motion Media Design,MA,Fall 2020,20200,11
Savannah,Motion Media Design,MA,Winter 2021,20201,14
Savannah,Motion Media Design,MA,Spring 2021,20202,15
Savannah,Motion Media Design,MA,Summer 2021,20203,5
Savannah,Motion Media Design,MA,Fall 2021,20210,24
Savannah,Motion Media Design,MA,Winter 2022,20211,21
Savannah,Motion Media Design,MA,Spring 2022,20212,18
Savannah,Motion Media Design,MA,Summer 2022,20213,8
Savannah,Motion Media Design,MA,Fall 2022,20220,24
Savannah,Motion Media Design,MA,Winter 2023,20221,24
Savannah,Motion Media Design,MA,Spring 2023,20222,24
Savannah,Motion Media Design,MA,Summer 2023,20223,5
Savannah,Motion Media Design,MA,Fall 2023,20230,23
Savannah,Motion Media Design,MA,Winter 2024,20231,25
Savannah,Motion Media Design,MA,Spring 2024,20232,20
Savannah,Motion Media Design,MA,Summer 2024,20233,5
Savannah,Motion Media Design,MA,Fall 2024,20240,23
Savannah,Motion Media Design,MA,Winter 2025,20241,23
Savannah,Motion Media Design,MA,Spring 2025,20242,19
Savannah,Motion Media Design,MA,Summer 2025,20243,3
Savannah,Motion Media Design,MA,Fall 2025,20250,17
Savannah,Motion Media Design,MA,Winter 2026,20251,17
Savannah,Motion Media Design,MFA,Fall 2010,20100,34
Savannah,Motion Media Design,MFA,Winter 2011,20101,32
Savannah,Motion Media Design,MFA,Spring 2011,20102,33
Savannah,Motion Media Design,MFA,Summer 2011,20103,20
Savannah,Motion Media Design,MFA,Fall 2011,20110,28
Savannah,Motion Media Design,MFA,Winter 2012,20111,28
Savannah,Motion Media Design,MFA,Spring 2012,20112,25
Savannah,Motion Media Design,MFA,Summer 2012,20113,17
Savannah,Motion Media Design,MFA,Fall 2012,20120,31
Savannah,Motion Media Design,MFA,Winter 2013,20121,27
Savannah,Motion Media Design,MFA,Spring 2013,20122,28
Savannah,Motion Media Design,MFA,Summer 2013,20123,20
Savannah,Motion Media Design,MFA,Fall 2013,20130,30
Savannah,Motion Media Design,MFA,Winter 2014,20131,26
Savannah,Motion Media Design,MFA,Spring 2014,20132,23
Savannah,Motion Media Design,MFA,Summer 2014,20133,11
Savannah,Motion Media Design,MFA,Fall 2014,20140,18
Savannah,Motion Media Design,MFA,Winter 2015,20141,18
Savannah,Motion Media Design,MFA,Spring 2015,20142,16
Savannah,Motion Media Design,MFA,Summer 2015,20143,8
Savannah,Motion Media Design,MFA,Fall 2015,20150,17
Savannah,Motion Media Design,MFA,Winter 2016,20151,16
Savannah,Motion Media Design,MFA,Spring 2016,20152,16
Savannah,Motion Media Design,MFA,Summer 2016,20153,3
Savannah,Motion Media Design,MFA,Fall 2016,20160,20
Savannah,Motion Media Design,MFA,Winter 2017,20161,18
Savannah,Motion Media Design,MFA,Spring 2017,20162,19
Savannah,Motion Media Design,MFA,Summer 2017,20163,11
Savannah,Motion Media Design,MFA,Fall 2017,20170,23
Savannah,Motion Media Design,MFA,Winter 2018,20171,21
Savannah,Motion Media Design,MFA,Spring 2018,20172,21
Savannah,Motion Media Design,MFA,Summer 2018,20173,3
Savannah,Motion Media Design,MFA,Fall 2018,20180,16
Savannah,Motion Media Design,MFA,Winter 2019,20181,15
Savannah,Motion Media Design,MFA,Spring 2019,20182,14
Savannah,Motion Media Design,MFA,Summer 2019,20183,7
Savannah,Motion Media Design,MFA,Fall 2019,20190,21
Savannah,Motion Media Design,MFA,Winter 2020,20191,20
Savannah,Motion Media Design,MFA,Spring 2020,20192,21
Savannah,Motion Media Design,MFA,Summer 2020,20193,13
Savannah,Motion Media Design,MFA,Fall 2020,20200,27
Savannah,Motion Media Design,MFA,Winter 2021,20201,26
Savannah,Motion Media Design,MFA,Spring 2021,20202,25
Savannah,Motion Media Design,MFA,Summer 2021,20203,12
Savannah,Motion Media Design,MFA,Fall 2021,20210,32
Savannah,Motion Media Design,MFA,Winter 2022,20211,35
Savannah,Motion Media Design,MFA,Spring 2022,20212,34
Savannah,Motion Media Design,MFA,Summer 2022,20213,17
Savannah,Motion Media Design,MFA,Fall 2022,20220,31
Savannah,Motion Media Design,MFA,Winter 2023,20221,27
Savannah,Motion Media Design,MFA,Spring 2023,20222,26
